Pathogen	Pathogen_Uniprot_ID	Human_Uniprot_ID
Yersinia pestis	A0A384L7F9	P04150
Yersinia pestis	Q8CZY2	P63244
Yersinia pestis	A0A384KC66	P63244
Yersinia pestis	A0A384LC57	P06241
Yersinia pestis	Q8ZAL3	Q92945
Yersinia pestis	A0A384L966	Q92802
Yersinia pestis	A0A384LBQ5	Q92802
Yersinia pestis	Q7CJG3	Q53EP0
Yersinia pestis	A0A384L6J2	Q9Y2H6
Yersinia pestis	A0A384L3M8	Q14254
Yersinia pestis	Q7CH40	Q4L180
Yersinia pestis	Q8ZCR1	Q14192
Yersinia pestis	Q8ZBN6	Q14192
Yersinia pestis	A0A384L1X8	O94868
Yersinia pestis	A0A3N4B538	P30273
Yersinia pestis	A0A0H2W363	Q9HAH7
Yersinia pestis	A0A384LHP6	P35555
Yersinia pestis	Q8ZJG9	P50502
Yersinia pestis	A0A384K818	Q14677
Yersinia pestis	Q8D194	Q99814
Yersinia pestis	Q7CJE7	Q99814
Yersinia pestis	Q8ZFU4	P14625
Yersinia pestis	Q8CZZ7	Q9Y6C2
Yersinia pestis	Q74R28	Q15723
Yersinia pestis	Q8ZCW1	P32519
Yersinia pestis	A0A384KFY6	P26641
Yersinia pestis	Q7ARN5	P26641
Yersinia pestis	Q7ARB3	Q16610
Yersinia pestis	A0A384KAJ5	Q16610
Yersinia pestis	Q8D1E3	Q9Y2J2
Yersinia pestis	A0A2U2GX49	O43491
Yersinia pestis	Q8D0G3	P50570
Yersinia pestis	Q8Z9S7	P63172
Yersinia pestis	Q8D0L8	Q92997
Yersinia pestis	Q8ZIX3	P33316
Yersinia pestis	Q8D0V6	Q12882
Yersinia pestis	A0A384LB40	Q12882
Yersinia pestis	A0A384LK21	Q9C005
Yersinia pestis	A0A384K9J4	Q9C005
Yersinia pestis	Q8ZIY9	P30046
Yersinia pestis	A0A384KX68	Q7L591
Yersinia pestis	A0A384KHX8	Q8NF50
Yersinia pestis	Q8D1G8	Q5JSL3
Yersinia pestis	A0A384KL81	Q9Y6K1
Yersinia pestis	A0A0H2W363	Q9NP97
Yersinia pestis	A0A2U2GYG9	Q13574
Yersinia pestis	Q8D1J6	A2RUS2
Yersinia pestis	Q8D169	Q13561
Yersinia pestis	A0A384KTC5	Q9NQC7
Yersinia pestis	A0A384KAD8	Q9Y426
Yersinia pestis	Q8ZAB3	P35222
Yersinia pestis	A0A384KKB9	Q9H8E8
Yersinia pestis	Q8D015	Q96SW2
Yersinia pestis	A0A384KNN0	Q96SW2
Yersinia pestis	Q8D184	Q8WU58
Yersinia pestis	Q8D1M8	P04632
Yersinia pestis	Q8D052	Q17RY0
Yersinia pestis	Q8D1L3	Q92828
Yersinia pestis	Q8CZX8	P31146
Yersinia pestis	A0A0H2W1W9	O14579
Yersinia pestis	Q8D1R0	P23528
Yersinia pestis	Q8D068	P23528
Yersinia pestis	Q8ZDA6	P23528
Yersinia pestis	Q8ZHK5	Q05707
Yersinia pestis	Q8D1G3	P02462
Yersinia pestis	Q8D169	Q9UDT6
Yersinia pestis	Q8CZM8	O00299
Yersinia pestis	A0A0H2W0Y3	Q96DE5
Yersinia pestis	Q9ZFR9	Q14011
Yersinia pestis	Q8ZGX4	Q969X6
Yersinia pestis	P58644	Q96RK0
Yersinia pestis	Q7CGP9	Q99828
Yersinia pestis	A0A384LJ06	O75794
Yersinia pestis	A0A0H2W8Y1	P13501
Yersinia pestis	A0A384L8E0	Q9GZT6
Yersinia pestis	A0A384KFS5	P43235
Yersinia pestis	Q8D0H5	Q14444
Yersinia pestis	Q8D017	Q05682
Yersinia pestis	A0A384KEH5	P09871
Yersinia pestis	A0A384K9G2	O14981
Yersinia pestis	A0A384KR68	Q9UKI2
Yersinia pestis	A0A384L1C8	O60238
Yersinia pestis	Q8CZV1	P98170
Yersinia pestis	A0A384KVQ8	Q9Y6D6
Yersinia pestis	Q8CLE4	P46379
Yersinia pestis	A0A384KQ85	P46379
Yersinia pestis	Q8D050	P61769
Yersinia pestis	A0A384L6J2	Q9BXK5
Yersinia pestis	A0A384LQ43	P54259
Yersinia pestis	A0A384KT94	Q99941
Yersinia pestis	A0A2U2H2U6	P18850
Yersinia pestis	A0A384LBS1	Q9HBK9
Yersinia pestis	A0A384KWW8	Q68CP9
Yersinia pestis	A0A384LD25	O95376
Yersinia pestis	Q8D1P8	P36406
Yersinia pestis	Q8D162	Q96GX9
Yersinia pestis	Q8D0V9	Q96GX9
Yersinia pestis	A0A384KDB2	Q96GX9
Yersinia pestis	A0A384LCC2	O43747
Yersinia pestis	Q8D1R0	Q10567
Yersinia pestis	Q8ZJJ5	P20073
Yersinia pestis	Q7CJF3	P00352
Yersinia pestis	Q8CZR5	Q12802
Yersinia pestis	Q8ZJ79	Q6ULP2
Yersinia pestis	A0A384KWQ4	Q08117
Yersinia pestis	Q7CHD7	P63261
Yersinia pestis	A0A384LGT3	P60709
Yersinia pestis	Q7CHW4	Q9NR19
Yersinia pestis	Q7CH75	Q9BR61
Yersinia pestis	Q8ZBL9	Q92685
Yersinia pestis	Q8D191	Q9UGV2
Yersinia pestis	A0A384KTN2	Q8IZ83
Yersinia pestis	A0A384KVM3	P01892
Yersinia pestis	Q8CZY0	P63104
Yersinia pestis	Q8CKB6	Q15942
Yersinia pestis	A0A384LBC5	Q15942
Yersinia pestis	Q8ZAN0	O43264
Yersinia pestis	Q9F290	Q9BR11
Yersinia pestis	Q8D1Q0	Q9BR11
Yersinia pestis	Q0WDE1	O43309
Yersinia pestis	Q8D171	Q9UGI0
Yersinia pestis	Q8D0K4	Q07157
Yersinia pestis	Q8CKB6	Q07157
Yersinia pestis	A0A384L5K8	Q07157
Yersinia pestis	Q8ZFV7	Q6PML9
Yersinia pestis	A0A384LAC1	Q6NXT4
Yersinia pestis	Q8ZI64	Q8NHG8
Yersinia pestis	Q8ZIX3	O43257
Yersinia pestis	Q0WBX7	Q9P2E3
Yersinia pestis	A0A384LJE2	Q9P2E3
Yersinia pestis	A0A384KEN6	Q05481
Yersinia pestis	Q8CL86	P51523
Yersinia pestis	A0A384KHA9	P51815
Yersinia pestis	Q9RI12	P17036
Yersinia pestis	A0A384LC57	Q3KP31
Yersinia pestis	A0A384KWM5	Q8N8C0
Yersinia pestis	A0A384KE37	Q9Y462
Yersinia pestis	Q8ZBU9	Q8N1G0
Yersinia pestis	Q8D0K7	Q8N720
Yersinia pestis	Q7ARK4	Q8N720
Yersinia pestis	Q8CZZ7	Q6NX49
Yersinia pestis	Q8D0X2	P59923
Yersinia pestis	Q8D1J6	Q8N895
Yersinia pestis	Q8D0V0	O60281
Yersinia pestis	Q8D0V8	Q9NRM2
Yersinia pestis	A0A384L590	Q9NRM2
Yersinia pestis	Q8D1Q7	P52739
Yersinia pestis	Q8CZQ3	Q8IYN0
Yersinia pestis	A0A384L9C4	Q9UBW7
Yersinia pestis	Q8ZAC2	Q9UBW7
Yersinia pestis	Q8ZES0	Q9ULJ6
Yersinia pestis	Q0WG31	Q9ULJ6
Yersinia pestis	A0A0H2W7V7	Q9ULJ6
Yersinia pestis	Q7ARH3	Q9ULJ6
Yersinia pestis	Q8ZHF1	Q9ULJ6
Yersinia pestis	Q8ZDA6	Q9ULJ6
Yersinia pestis	Q8D0V0	Q5H9K5
Yersinia pestis	Q8CZX8	Q9Y6X8
Yersinia pestis	A0A384KQ85	Q9Y6X8
Yersinia pestis	Q0WBC6	Q9Y6X8
Yersinia pestis	A0A384LD89	Q9Y6X8
Yersinia pestis	A0A384KV76	Q9Y6X8
Yersinia pestis	Q8ZAB3	Q9Y6X8
Yersinia pestis	Q8ZH69	Q9Y6X8
Yersinia pestis	Q8CKI5	Q9UKY1
Yersinia pestis	A0A384L8E0	Q9UKY1
Yersinia pestis	A0A384KPW0	Q9UKY1
Yersinia pestis	Q8ZAR2	Q9UKY1
Yersinia pestis	A0A384KCV3	Q9BQ24
Yersinia pestis	A0A384LGT3	Q7Z3T8
Yersinia pestis	Q8ZFW5	Q96KR1
Yersinia pestis	Q8D1M2	Q96KR1
Yersinia pestis	Q56950	Q15911
Yersinia pestis	A0A384LB40	P31629
Yersinia pestis	A0A384KBL5	P31629
Yersinia pestis	Q8ZJL7	P31629
Yersinia pestis	Q8ZGR6	P15822
Yersinia pestis	Q8D0Z4	P15822
Yersinia pestis	Q8D0G2	P15822
Yersinia pestis	Q8D097	P15822
Yersinia pestis	Q0WJU7	P15822
Yersinia pestis	A0A384KXD1	P15822
Yersinia pestis	A0A384KHE2	P15822
Yersinia pestis	Q8ZGX4	P15822
Yersinia pestis	Q8D0Q9	O60315
Yersinia pestis	P68590	P37275
Yersinia pestis	Q8D1D2	Q9C0B5
Yersinia pestis	Q0WEL8	Q9NYG2
Yersinia pestis	A0A0H2W1N2	Q8IVQ6
Yersinia pestis	Q7CGI0	Q96K62
Yersinia pestis	A0A384KR65	P43403
Yersinia pestis	A0A384LBD8	Q7Z570
Yersinia pestis	P68587	Q7Z739
Yersinia pestis	Q7CIA2	Q9UM01
Yersinia pestis	Q8D0R9	Q9BWQ6
Yersinia pestis	P68587	P67809
Yersinia pestis	A0A384L802	P67809
Yersinia pestis	A0A384K8S0	Q8IY57
Yersinia pestis	Q8ZDA6	Q8IY57
Yersinia pestis	Q8D1P6	Q8IZH2
Yersinia pestis	A0A384KBR7	Q8IZH2
Yersinia pestis	Q0WFZ1	Q8IZH2
Yersinia pestis	A0A384L8E0	O43542
Yersinia pestis	Q8ZAN0	O43542
Yersinia pestis	Q7CKD4	Q9HAV4
Yersinia pestis	A0A384LDM1	P55060
Yersinia pestis	Q0W9V4	P55060
Yersinia pestis	A0A384L0J7	Q9HCN4
Yersinia pestis	Q8ZD41	Q9H0M0
Yersinia pestis	Q8D1P4	Q9Y3S1
Yersinia pestis	Q8CZY7	O76076
Yersinia pestis	Q8D0B2	O76076
Yersinia pestis	A0A384LCZ1	Q8TF74
Yersinia pestis	A0A384LK21	O43516
Yersinia pestis	Q7CG26	O43516
Yersinia pestis	Q8ZCQ2	Q9BRP8
Yersinia pestis	P17778	Q6ZMY6
Yersinia pestis	A0A0H2W961	Q6ZMY6
Yersinia pestis	Q7CIZ7	Q6ZMY6
Yersinia pestis	Q0WEL8	Q6ZMY6
Yersinia pestis	A0A0H2W9Q1	Q6ZMY6
Yersinia pestis	A0A384KST0	Q9NNW5
Yersinia pestis	Q0WFN6	Q9NNW5
Yersinia pestis	Q8ZJ16	Q9NNW5
Yersinia pestis	A0A2U2GYG9	Q6PJI9
Yersinia pestis	A0A384KL30	Q6PJI9
Yersinia pestis	Q8CLD1	Q96DI7
Yersinia pestis	Q8CLP4	O75083
Yersinia pestis	Q8ZHG7	Q9H1Z4
Yersinia pestis	Q8CLT1	Q9UMN6
Yersinia pestis	A0A0H2W7Y4	Q9UMN6
Yersinia pestis	Q8D1P8	Q9BTA9
Yersinia pestis	A0A384KDB1	Q9BTA9
Yersinia pestis	P58492	P04275
Yersinia pestis	Q8D1M9	P04275
Yersinia pestis	Q8D0V0	P04275
Yersinia pestis	Q8D0R5	P04275
Yersinia pestis	Q8D090	P04275
Yersinia pestis	Q8D065	P04275
Yersinia pestis	Q8D030	P04275
Yersinia pestis	A0A0H2WA10	P04275
Yersinia pestis	A0A384KE37	P04275
Yersinia pestis	Q0WBX7	P04275
Yersinia pestis	Q0WC33	P04275
Yersinia pestis	A0A384LHY7	P04275
Yersinia pestis	A0A384L7G7	P04275
Yersinia pestis	A0A0H2W437	P04275
Yersinia pestis	A0A384KIF1	P04275
Yersinia pestis	A0A384KJJ3	P04275
Yersinia pestis	A0A384KII1	P04275
Yersinia pestis	A0A384KPQ0	P04275
Yersinia pestis	Q7CFY4	P04275
Yersinia pestis	Q8D1N2	Q96DN2
Yersinia pestis	Q8D048	Q5VIR6
Yersinia pestis	A0A0H2W0T4	Q96JC1
Yersinia pestis	A0A0H2W4Q1	Q96QK1
Yersinia pestis	Q8D033	Q8NEZ2
Yersinia pestis	Q7CJ96	Q8NEZ2
Yersinia pestis	A0A384KPX7	Q709C8
Yersinia pestis	Q8CLF6	Q96RL7
Yersinia pestis	A0A384L034	P18206
Yersinia pestis	A0A384LBC5	P08670
Yersinia pestis	Q7CJV2	Q00341
Yersinia pestis	Q7CIG0	Q00341
Yersinia pestis	A0A384LLI5	Q96JH7
Yersinia pestis	Q8ZA76	Q96JH7
Yersinia pestis	Q8CWH9	P50552
Yersinia pestis	A0A384L7X2	O95292
Yersinia pestis	Q8D1S0	Q9P0L0
Yersinia pestis	A0A384L870	Q9P0L0
Yersinia pestis	A0A384KL53	Q9P0L0
Yersinia pestis	Q8ZEG8	Q9UBK9
Yersinia pestis	A0A384K8D1	Q9UBK9
Yersinia pestis	Q7CHU1	Q9UBK9
Yersinia pestis	Q8ZCK0	P46939
Yersinia pestis	A0A384KVQ8	P46939
Yersinia pestis	A0A384KAD8	P46939
Yersinia pestis	Q7ARH5	P46939
Yersinia pestis	A0A0H2W5A2	Q9NYH9
Yersinia pestis	A0A384LA61	O00507
Yersinia pestis	A0A384LK21	O60763
Yersinia pestis	Q8ZIX0	O60763
Yersinia pestis	A0A384L2F1	Q15853
Yersinia pestis	Q7CHK7	Q15853
Yersinia pestis	Q74R28	Q86UX7
Yersinia pestis	A0A384LK21	Q9BTM9
Yersinia pestis	A0A384K9N9	Q16831
Yersinia pestis	Q8ZAR3	Q9UH99
Yersinia pestis	Q8D194	O75385
Yersinia pestis	Q8ZAF0	A0JNW5
Yersinia pestis	Q8D1N0	Q9NWZ5
Yersinia pestis	Q8ZA84	Q9NWZ5
Yersinia pestis	Q0WER9	Q5T124
Yersinia pestis	Q8CZX0	Q70EK8
Yersinia pestis	A0A384K9G2	Q9BYM8
Yersinia pestis	Q7CIB4	Q13838
Yersinia pestis	Q8CZM8	Q15029
Yersinia pestis	Q8D1A4	O75643
Yersinia pestis	Q0WJR3	Q9NV66
Yersinia pestis	Q8CWI1	Q9H3M7
Yersinia pestis	Q8ZCQ2	Q9BS26
Yersinia pestis	Q8ZBZ9	Q9H3N1
Yersinia pestis	Q8D0H8	P40222
Yersinia pestis	Q8D1A4	Q6PKC3
Yersinia pestis	Q8D065	Q6PKC3
Yersinia pestis	Q8D041	Q6PKC3
Yersinia pestis	Q8CZR5	Q6PKC3
Yersinia pestis	A0A384L7I3	Q6PKC3
Yersinia pestis	P58680	Q6PKC3
Yersinia pestis	Q8CZW9	O14907
Yersinia pestis	A0A384L300	O14907
Yersinia pestis	Q8D0E1	P26651
Yersinia pestis	A0A384LC90	P26651
Yersinia pestis	A0A384LBF7	P26651
Yersinia pestis	Q8Z9S7	P26651
Yersinia pestis	Q8ZHG0	P26651
Yersinia pestis	A0A384L9B9	Q8N5M4
Yersinia pestis	Q8CKF4	Q9ULT0
Yersinia pestis	A0A384K924	P53804
Yersinia pestis	Q8ZC18	A2A3L6
Yersinia pestis	A0A384KBR0	Q99614
Yersinia pestis	Q0WA24	Q6DKK2
Yersinia pestis	Q0WDP0	Q8WVT3
Yersinia pestis	A0A384KTX0	Q8WVT3
Yersinia pestis	P58582	Q7Z4L5
Yersinia pestis	Q8CZK5	Q99598
Yersinia pestis	Q7CGN7	Q96SJ8
Yersinia pestis	Q7ARB3	P49815
Yersinia pestis	Q8CZT9	Q92574
Yersinia pestis	Q8D1A4	Q16881
Yersinia pestis	Q7CGT3	P48995
Yersinia pestis	Q7CH25	P48995
Yersinia pestis	Q8D1R8	P48995
Yersinia pestis	Q8CZW4	P48995
Yersinia pestis	A0A0H2W0U8	P48995
Yersinia pestis	A0A384KWN1	P48995
Yersinia pestis	Q7CK09	P48995
Yersinia pestis	A0A384LAC1	P48995
Yersinia pestis	Q0WGU1	P48995
Yersinia pestis	A0A384K9G2	P48995
Yersinia pestis	A0A384LQC5	P48995
Yersinia pestis	A0A384LGT3	P48995
Yersinia pestis	A0A384L1X8	P48995
Yersinia pestis	Q7CHU1	P48995
Yersinia pestis	Q8ZBC2	P48995
Yersinia pestis	Q8ZEL7	P48995
Yersinia pestis	P40127	P48995
Yersinia pestis	Q8ZJ10	P48995
Yersinia pestis	Q8CLD8	Q9C029
Yersinia pestis	A0A384LE92	Q9C029
Yersinia pestis	A0A0H2W6X3	Q9C029
Yersinia pestis	Q8ZIK3	Q9C029
Yersinia pestis	A0A384KHP8	O75382
Yersinia pestis	A0A384LGT3	Q6PJ69
Yersinia pestis	Q9F286	Q9BRZ2
Yersinia pestis	A0A0H2W955	Q96LD4
Yersinia pestis	A0A0H2W1N2	Q96LD4
Yersinia pestis	A0A384L096	Q8WV44
Yersinia pestis	P58526	O94972
Yersinia pestis	A0A0H2W5B5	Q8IYM9
Yersinia pestis	Q7CJF3	Q14142
Yersinia pestis	Q8ZJM6	Q96F44
Yersinia pestis	Q8D0R7	P02788
Yersinia pestis	Q8ZEL7	P07204
Yersinia pestis	Q8D0L3	Q13114
Yersinia pestis	A0A0H2W631	Q13595
Yersinia pestis	A0A384K8S0	Q9Y2W1
Yersinia pestis	Q7CHI5	Q9Y2W1
Yersinia pestis	P40127	Q9Y2W1
Yersinia pestis	Q8D0Z4	Q9Y296
Yersinia pestis	Q0WAP0	O14773
Yersinia pestis	Q0WBC6	O14773
Yersinia pestis	Q0WEH3	O14773
Yersinia pestis	A0A384LA47	O14773
Yersinia pestis	P40127	O14773
Yersinia pestis	Q8ZA85	O14773
Yersinia pestis	Q8D1P4	O43399
Yersinia pestis	Q8D0I9	O75365
Yersinia pestis	Q0WBI4	O75365
Yersinia pestis	Q8CK83	O94842
Yersinia pestis	A0A384KC21	O94842
Yersinia pestis	A0A384KST0	O94842
Yersinia pestis	Q0WEL8	O94842
Yersinia pestis	Q8ZFU4	Q9NS56
Yersinia pestis	P68587	Q8NDV7
Yersinia pestis	Q8ZD91	Q8NDV7
Yersinia pestis	Q8ZD27	Q8NDV7
Yersinia pestis	Q8ZEV7	Q8NDV7
Yersinia pestis	Q8D092	Q8NDV7
Yersinia pestis	A0A3N4B538	Q8NDV7
Yersinia pestis	A0A384K9C1	Q8NDV7
Yersinia pestis	A0A384KX68	Q8NDV7
Yersinia pestis	A0A384L1X8	Q8NDV7
Yersinia pestis	A0A384LQH9	Q8NDV7
Yersinia pestis	Q8ZJI2	P20333
Yersinia pestis	Q9RI12	Q92956
Yersinia pestis	A0A384LK21	Q9NP84
Yersinia pestis	Q8ZC49	Q15025
Yersinia pestis	A0A384KW77	Q15025
Yersinia pestis	Q8ZII0	Q06643
Yersinia pestis	A0A384LQC5	Q06643
Yersinia pestis	Q8D0V0	P50591
Yersinia pestis	Q8D054	Q9UPQ9
Yersinia pestis	Q8D050	Q9UPQ9
Yersinia pestis	Q0WBJ5	Q9UPQ9
Yersinia pestis	Q8ZA88	P21580
Yersinia pestis	Q0WG31	Q6UX65
Yersinia pestis	Q8CKB6	Q96BY9
Yersinia pestis	A0A384KB95	Q96BY9
Yersinia pestis	P17778	Q9H2L4
Yersinia pestis	Q8D0H8	Q96GC9
Yersinia pestis	Q8ZC32	P57088
Yersinia pestis	Q0WHE4	P82094
Yersinia pestis	Q8CZY0	Q15363
Yersinia pestis	Q7CIP6	O94876
Yersinia pestis	Q8ZC49	Q9HC24
Yersinia pestis	Q8D1J9	Q969X1
Yersinia pestis	Q8CWI4	Q969X1
Yersinia pestis	Q7CG87	Q9HD45
Yersinia pestis	Q7CL81	Q9HD45
Yersinia pestis	A0A384L523	Q99805
Yersinia pestis	A0A384KR68	P31314
Yersinia pestis	Q8ZJ10	O00206
Yersinia pestis	Q0WF92	Q9UKI8
Yersinia pestis	Q8D035	P29401
Yersinia pestis	Q8D020	P29401
Yersinia pestis	Q8CK83	P29401
Yersinia pestis	Q8CZM5	Q5JTD0
Yersinia pestis	A0A384LQH9	Q5JTD0
Yersinia pestis	A0A384KFS5	Q07352
Yersinia pestis	A0A384KFQ4	Q9BVW5
Yersinia pestis	Q7CGN7	O95478
Yersinia pestis	Q8ZJJ7	Q9GZM7
Yersinia pestis	Q7ARB3	Q9GZM7
Yersinia pestis	Q8D1P4	Q9GZM7
Yersinia pestis	Q8D1M8	Q9GZM7
Yersinia pestis	Q0WEG0	Q9GZM7
Yersinia pestis	Q8CWI4	Q9GZM7
Yersinia pestis	Q8CKW7	Q9GZM7
Yersinia pestis	A0A2U2GYG9	Q9GZM7
Yersinia pestis	A0A384KL30	Q9GZM7
Yersinia pestis	Q7CK09	Q9GZM7
Yersinia pestis	A0A384L7G7	Q9GZM7
Yersinia pestis	Q0WDP0	Q9GZM7
Yersinia pestis	Q7CJE7	Q9GZM7
Yersinia pestis	A0A384LPZ8	Q9GZM7
Yersinia pestis	A0A384LC90	Q9GZM7
Yersinia pestis	A0A384LBF7	Q9GZM7
Yersinia pestis	A0A0H2W7L9	Q9GZM7
Yersinia pestis	A0A384LE02	Q9GZM7
Yersinia pestis	Q7ARN5	Q9GZM7
Yersinia pestis	Q8ZCQ2	Q9GZM7
Yersinia pestis	P58497	Q9GZM7
Yersinia pestis	Q8ZJ16	Q9GZM7
Yersinia pestis	Q0WDA9	Q02763
Yersinia pestis	Q7CIG0	Q01085
Yersinia pestis	Q8ZEH0	P31483
Yersinia pestis	Q8ZJJ5	P31483
Yersinia pestis	Q8Z9R8	P31483
Yersinia pestis	A0A384KNN0	Q9NS62
Yersinia pestis	A0A384KN94	Q86V81
Yersinia pestis	A0A384L0J7	P42765
Yersinia pestis	A0A384K8A4	Q9NPJ3
Yersinia pestis	Q8ZIL4	P01137
Yersinia pestis	A0A384KHP8	Q03167
Yersinia pestis	Q8D169	Q9UBB9
Yersinia pestis	Q8D1J9	Q92734
Yersinia pestis	A0A0H2W2H9	Q9NQB0
Yersinia pestis	Q8ZJP7	Q9NQB0
Yersinia pestis	Q8D192	Q9Y5Q9
Yersinia pestis	Q0WDR2	Q12789
Yersinia pestis	Q9F286	Q92664
Yersinia pestis	Q8CZL8	Q92664
Yersinia pestis	Q8D0H2	Q13888
Yersinia pestis	Q9Z373	Q9UGI8
Yersinia pestis	A0A384L966	Q9UGI8
Yersinia pestis	Q9ZC63	Q10587
Yersinia pestis	Q9Z375	Q10587
Yersinia pestis	Q8D0V8	Q10587
Yersinia pestis	Q8CZQ9	Q10587
Yersinia pestis	Q8CZG2	Q10587
Yersinia pestis	A0A384LFF3	Q10587
Yersinia pestis	Q8ZGE1	Q10587
Yersinia pestis	Q7CGS4	Q10587
Yersinia pestis	A0A384KNN0	Q9NYB0
Yersinia pestis	P17778	P13693
Yersinia pestis	Q8D0H2	P13693
Yersinia pestis	Q8CZT1	P13693
Yersinia pestis	A0A384L3M8	P13693
Yersinia pestis	A0A384KC05	P13693
Yersinia pestis	Q7CIZ3	P13693
Yersinia pestis	A0A384L8E0	P13693
Yersinia pestis	A0A384LK21	P13693
Yersinia pestis	A0A384L5K8	P13693
Yersinia pestis	A0A384L096	P13693
Yersinia pestis	Q8ZHG0	P13693
Yersinia pestis	A0A384LJE2	P20062
Yersinia pestis	A0A384KQ38	O43680
Yersinia pestis	Q8ZJJ5	P23193
Yersinia pestis	Q8ZCR1	Q15170
Yersinia pestis	Q8ZDJ2	P01848
Yersinia pestis	Q8ZD27	Q13207
Yersinia pestis	Q8CLT3	Q13207
Yersinia pestis	Q0WG89	Q13207
Yersinia pestis	P68590	Q3YBR2
Yersinia pestis	Q8D0H5	Q3YBR2
Yersinia pestis	A0A384KTG5	Q3YBR2
Yersinia pestis	P69986	Q9UHD2
Yersinia pestis	Q7CH40	Q92609
Yersinia pestis	Q0WG18	Q9NUY8
Yersinia pestis	Q8ZBK6	Q9NUY8
Yersinia pestis	Q8ZHG8	P07437
Yersinia pestis	Q8ZGE1	P07437
Yersinia pestis	P58492	P04350
Yersinia pestis	Q8ZD36	P04350
Yersinia pestis	Q8ZAE1	Q86VP1
Yersinia pestis	A0A384L3M8	Q86VP1
Yersinia pestis	Q8ZH40	Q86VP1
Yersinia pestis	Q8CZL7	Q9H2D6
Yersinia pestis	Q7CGR6	Q9H2K8
Yersinia pestis	Q7CL81	Q92844
Yersinia pestis	Q7CHW4	Q16594
Yersinia pestis	Q8CZV1	P49848
Yersinia pestis	Q8CKW7	P49848
Yersinia pestis	P58644	P49848
Yersinia pestis	Q8ZFW5	P13984
Yersinia pestis	A0A3N4B5N8	P13984
Yersinia pestis	Q57159	P29084
Yersinia pestis	Q8D068	Q9Y3Q8
Yersinia pestis	Q8CZY2	Q9Y3Q8
Yersinia pestis	A0A384L7I3	O75157
Yersinia pestis	A0A384LM30	Q9BXJ8
Yersinia pestis	A0A384KPQ0	Q86TM6
Yersinia pestis	Q8ZJC4	Q86TM6
Yersinia pestis	Q0WA17	P26640
Yersinia pestis	Q8CZL7	Q5T160
Yersinia pestis	Q8ZD91	P47897
Yersinia pestis	Q8ZHG7	P47897
Yersinia pestis	A0A384LGT3	Q16563
Yersinia pestis	Q8CLY1	Q8NF91
Yersinia pestis	Q8ZIQ3	O43776
Yersinia pestis	O68779	Q9P2J5
Yersinia pestis	Q8CKM1	Q96PV0
Yersinia pestis	A0A0H2W8G8	Q96PV0
Yersinia pestis	P17778	P61956
Yersinia pestis	A0A384KXD1	P61956
Yersinia pestis	Q8CLF6	Q8NBK3
Yersinia pestis	Q7CHR0	Q06330
Yersinia pestis	A0A384LAU2	Q9Y2Z0
Yersinia pestis	Q8CKB6	Q13277
Yersinia pestis	A0A384LA61	O14662
Yersinia pestis	A0A384KV73	Q9UNE7
Yersinia pestis	Q8CZW4	Q8TCJ2
Yersinia pestis	A0A384KHN0	P46977
Yersinia pestis	A0A384L523	Q15831
Yersinia pestis	A0A384LLI5	Q13285
Yersinia pestis	Q8ZD91	O95793
Yersinia pestis	A0A384KJ22	P42226
Yersinia pestis	Q0WBC6	P42226
Yersinia pestis	A0A384KGR0	P42226
Yersinia pestis	A0A384KC05	P42226
Yersinia pestis	Q8ZHI8	P42226
Yersinia pestis	Q8ZJB3	P42226
Yersinia pestis	Q8ZDA6	P42226
Yersinia pestis	Q8ZDX8	P42226
Yersinia pestis	Q8ZA97	P42224
Yersinia pestis	Q8D192	P42224
Yersinia pestis	Q8D015	O75886
Yersinia pestis	Q8D014	O75886
Yersinia pestis	Q8CKH6	Q92783
Yersinia pestis	P17778	Q9UJ98
Yersinia pestis	P69986	Q9NY15
Yersinia pestis	P69976	Q9NY15
Yersinia pestis	Q8Z9U2	Q9NY15
Yersinia pestis	Q8ZH00	Q9NY15
Yersinia pestis	Q7ARG4	Q9NY15
Yersinia pestis	Q9ZC61	Q9NY15
Yersinia pestis	Q8D184	Q9NY15
Yersinia pestis	A0A0H2W7F6	Q9NY15
Yersinia pestis	A0A0H2W430	Q9NY15
Yersinia pestis	Q8CZU9	Q9NY15
Yersinia pestis	Q8CZJ9	Q9NY15
Yersinia pestis	A0A384KMS8	Q9NY15
Yersinia pestis	A0A384KL30	Q9NY15
Yersinia pestis	Q0WBX7	Q9NY15
Yersinia pestis	Q7CJ72	Q9NY15
Yersinia pestis	A0A384KC05	Q9NY15
Yersinia pestis	Q0WFN6	Q9NY15
Yersinia pestis	A0A384KDB2	Q9NY15
Yersinia pestis	A0A0H2W4Q1	Q9NY15
Yersinia pestis	A0A384KC34	Q9NY15
Yersinia pestis	A0A0H2W3C2	Q9NY15
Yersinia pestis	A0A384LBF7	Q9NY15
Yersinia pestis	A0A384LFS9	Q9NY15
Yersinia pestis	Q0WJ06	Q9NY15
Yersinia pestis	A0A384KVV0	Q9NY15
Yersinia pestis	A0A384KLT9	Q9NY15
Yersinia pestis	Q7CFY4	Q9NY15
Yersinia pestis	P58526	Q9NY15
Yersinia pestis	P46359	Q9NY15
Yersinia pestis	Q8ZA84	P50225
Yersinia pestis	A0A384L578	O94768
Yersinia pestis	A0A384LQC5	O94768
Yersinia pestis	P17778	Q9UEE5
